defindex,player_steamid,item,tick,silent,player_name,event_name,match_id
42,76561198026214582,knife,2875,True,Connan,item_pickup,c3ddd683
59,76561198397576589,knife,2877,True,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,2877,True,AVARA KÉRABA,item_pickup,c3ddd683
1,76561198100001022,deagle,2881,True,Luiz,item_pickup,c3ddd683
42,76561198100001022,knife,2881,True,Luiz,item_pickup,c3ddd683
1,76561198397576589,deagle,2881,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198397576589,knife,2881,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198000238678,knife,3009,True,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,3009,True,Erick,item_pickup,c3ddd683
60,76561198000238678,m4a1,3013,True,Erick,item_pickup,c3ddd683
42,76561198000238678,knife,3013,True,Erick,item_pickup,c3ddd683
60,76561198178993731,m4a1,3013,True,Siraissi,item_pickup,c3ddd683
42,76561198178993731,knife,3013,True,Siraissi,item_pickup,c3ddd683
42,76561198124241179,knife,3099,True,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,3099,True,Talevor,item_pickup,c3ddd683
9,76561198124241179,awp,3103,True,Talevor,item_pickup,c3ddd683
42,76561198124241179,knife,3103,True,Talevor,item_pickup,c3ddd683
9,76561198051880621,awp,3103,True,Cujura,item_pickup,c3ddd683
520,76561198051880621,knife,3103,True,Cujura,item_pickup,c3ddd683
59,76561198026214582,knife,3179,True,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,3179,True,Connan,item_pickup,c3ddd683
7,76561197996437459,ak47,3181,True,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561197996437459,knife,3181,True,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198026214582,ak47,3181,True,Connan,item_pickup,c3ddd683
42,76561198026214582,knife,3181,True,Connan,item_pickup,c3ddd683
59,76561198397576589,knife,3229,True,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,3229,True,AVARA KÉRABA,item_pickup,c3ddd683
10,76561198100001022,famas,3235,True,Luiz,item_pickup,c3ddd683
42,76561198100001022,knife,3235,True,Luiz,item_pickup,c3ddd683
10,76561198397576589,famas,3235,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198397576589,knife,3235,True,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198340888446,glock,3397,False,MonsTro,item_pickup,c3ddd683
42,76561198421514418,knife,3469,True,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,3469,True,rodrigaoobrabo,item_pickup,c3ddd683
60,76561198421514418,m4a1,3475,True,rodrigaoobrabo,item_pickup,c3ddd683
42,76561198421514418,knife,3475,True,rodrigaoobrabo,item_pickup,c3ddd683
60,76561198340888446,m4a1,3475,True,MonsTro,item_pickup,c3ddd683
42,76561198340888446,knife,3475,True,MonsTro,item_pickup,c3ddd683
42,76561197996437459,knife,3497,True,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,3497,True,【﻿ＰＫ】,item_pickup,c3ddd683
60,76561197996437459,m4a1,3499,True,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561197996437459,knife,3499,True,【﻿ＰＫ】,item_pickup,c3ddd683
60,76561198026214582,m4a1,3499,True,Connan,item_pickup,c3ddd683
42,76561198026214582,knife,3499,True,Connan,item_pickup,c3ddd683
42,76561198100001022,knife,3527,True,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,3527,True,Luiz,item_pickup,c3ddd683
7,76561198100001022,ak47,3529,True,Luiz,item_pickup,c3ddd683
42,76561198100001022,knife,3529,True,Luiz,item_pickup,c3ddd683
7,76561198397576589,ak47,3529,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198397576589,knife,3529,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198000238678,knife,3791,True,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,3791,True,Erick,item_pickup,c3ddd683
4,76561198000238678,glock,3793,True,Erick,item_pickup,c3ddd683
42,76561198000238678,knife,3793,True,Erick,item_pickup,c3ddd683
4,76561198178993731,glock,3793,True,Siraissi,item_pickup,c3ddd683
42,76561198178993731,knife,3793,True,Siraissi,item_pickup,c3ddd683
59,76561198026214582,knife,3841,True,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,3841,True,Connan,item_pickup,c3ddd683
10,76561197996437459,famas,3847,True,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561197996437459,knife,3847,True,【﻿ＰＫ】,item_pickup,c3ddd683
10,76561198026214582,famas,3847,True,Connan,item_pickup,c3ddd683
42,76561198026214582,knife,3847,True,Connan,item_pickup,c3ddd683
42,76561198100001022,knife,3851,True,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,3851,True,Luiz,item_pickup,c3ddd683
10,76561198100001022,famas,3853,True,Luiz,item_pickup,c3ddd683
42,76561198100001022,knife,3853,True,Luiz,item_pickup,c3ddd683
10,76561198397576589,famas,3853,True,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198397576589,knife,3853,True,AVARA KÉRABA,item_pickup,c3ddd683
9,76561198124241179,awp,3901,True,Talevor,item_pickup,c3ddd683
59,76561198178993731,knife,3979,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,3979,False,Siraissi,item_pickup,c3ddd683
42,76561198000238678,knife,3979,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,3979,False,Erick,item_pickup,c3ddd683
59,76561198397576589,knife,3979,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,3979,False,AVARA KÉRABA,item_pickup,c3ddd683
59,76561198340888446,knife,3979,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,3979,False,MonsTro,item_pickup,c3ddd683
42,76561198124241179,knife,3979,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,3979,False,Talevor,item_pickup,c3ddd683
42,76561197996437459,knife,3979,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,3979,False,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561198100001022,knife,3979,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,3979,False,Luiz,item_pickup,c3ddd683
42,76561198421514418,knife,3979,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,3979,False,rodrigaoobrabo,item_pickup,c3ddd683
59,76561198026214582,knife,3979,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,3979,False,Connan,item_pickup,c3ddd683
520,76561198051880621,knife,3979,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,3979,False,Cujura,item_pickup,c3ddd683
49,76561198397576589,c4,3979,False,AVARA KÉRABA,item_pickup,c3ddd683
50,76561198100001022,vest,4067,False,Luiz,item_pickup,c3ddd683
50,76561198421514418,vest,4201,False,rodrigaoobrabo,item_pickup,c3ddd683
50,76561198178993731,vest,4205,False,Siraissi,item_pickup,c3ddd683
49,76561198340888446,c4,4211,False,MonsTro,item_pickup,c3ddd683
50,76561198397576589,vest,4239,False,AVARA KÉRABA,item_pickup,c3ddd683
50,76561198340888446,vest,4315,False,MonsTro,item_pickup,c3ddd683
55,76561198124241179,defuser,4351,False,Talevor,item_pickup,c3ddd683
44,76561198124241179,hegrenade,4445,False,Talevor,item_pickup,c3ddd683
49,76561198178993731,c4,4563,False,Siraissi,item_pickup,c3ddd683
36,76561198026214582,p250,4869,False,Connan,item_pickup,c3ddd683
50,76561198000238678,vest,4965,False,Erick,item_pickup,c3ddd683
44,76561198026214582,hegrenade,4995,False,Connan,item_pickup,c3ddd683
43,76561198026214582,flashbang,5055,False,Connan,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,5089,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,5119,False,Cujura,item_pickup,c3ddd683
44,76561197996437459,hegrenade,5151,False,【﻿ＰＫ】,item_pickup,c3ddd683
43,76561197996437459,flashbang,5171,False,【﻿ＰＫ】,item_pickup,c3ddd683
36,76561198051880621,p250,5179,False,Cujura,item_pickup,c3ddd683
43,76561197996437459,flashbang,5181,False,【﻿ＰＫ】,item_pickup,c3ddd683
4,76561198051880621,glock,5545,False,Cujura,item_pickup,c3ddd683
36,76561198397576589,p250,5631,False,AVARA KÉRABA,item_pickup,c3ddd683
55,76561198100001022,defuser,11245,False,Luiz,item_pickup,c3ddd683
42,76561198000238678,knife,12243,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,12243,False,Erick,item_pickup,c3ddd683
520,76561198051880621,knife,12243,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,12243,False,Cujura,item_pickup,c3ddd683
42,76561198421514418,knife,12243,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,12243,False,rodrigaoobrabo,item_pickup,c3ddd683
42,76561198124241179,knife,12243,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,12243,False,Talevor,item_pickup,c3ddd683
59,76561198397576589,knife,12243,False,AVARA KÉRABA,item_pickup,c3ddd683
4,76561198397576589,glock,12243,False,AVARA KÉRABA,item_pickup,c3ddd683
59,76561198026214582,knife,12243,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,12243,False,Connan,item_pickup,c3ddd683
42,76561197996437459,knife,12243,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,12243,False,【﻿ＰＫ】,item_pickup,c3ddd683
59,76561198178993731,knife,12243,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,12243,False,Siraissi,item_pickup,c3ddd683
59,76561198340888446,knife,12243,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,12243,False,MonsTro,item_pickup,c3ddd683
49,76561198051880621,c4,12243,False,Cujura,item_pickup,c3ddd683
34,76561198421514418,mp9,13491,False,rodrigaoobrabo,item_pickup,c3ddd683
51,76561198421514418,vesthelm,13675,False,rodrigaoobrabo,item_pickup,c3ddd683
34,76561197996437459,mp9,13679,False,【﻿ＰＫ】,item_pickup,c3ddd683
51,76561197996437459,vesthelm,13711,False,【﻿ＰＫ】,item_pickup,c3ddd683
45,76561197996437459,smokegrenade,13857,False,【﻿ＰＫ】,item_pickup,c3ddd683
55,76561198124241179,defuser,13859,False,Talevor,item_pickup,c3ddd683
1,76561198124241179,deagle,13937,False,Talevor,item_pickup,c3ddd683
1,76561198100001022,deagle,14141,False,Luiz,item_pickup,c3ddd683
51,76561198100001022,vesthelm,14165,False,Luiz,item_pickup,c3ddd683
45,76561198124241179,smokegrenade,14165,False,Talevor,item_pickup,c3ddd683
43,76561198124241179,flashbang,14173,False,Talevor,item_pickup,c3ddd683
44,76561198124241179,hegrenade,14203,False,Talevor,item_pickup,c3ddd683
45,76561198100001022,smokegrenade,14215,False,Luiz,item_pickup,c3ddd683
44,76561198100001022,hegrenade,14231,False,Luiz,item_pickup,c3ddd683
43,76561198124241179,flashbang,14249,False,Talevor,item_pickup,c3ddd683
40,76561198000238678,ssg08,14421,False,Erick,item_pickup,c3ddd683
43,76561198000238678,flashbang,14531,False,Erick,item_pickup,c3ddd683
51,76561198051880621,vesthelm,14855,False,Cujura,item_pickup,c3ddd683
17,76561198051880621,mac10,15055,False,Cujura,item_pickup,c3ddd683
51,76561198178993731,vesthelm,15157,False,Siraissi,item_pickup,c3ddd683
44,76561198051880621,hegrenade,15219,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,15219,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,15219,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,15219,False,Cujura,item_pickup,c3ddd683
7,76561198178993731,ak47,15313,False,Siraissi,item_pickup,c3ddd683
46,76561198178993731,molotov,15351,False,Siraissi,item_pickup,c3ddd683
17,76561198026214582,mac10,15375,False,Connan,item_pickup,c3ddd683
51,76561198397576589,vesthelm,15381,False,AVARA KÉRABA,item_pickup,c3ddd683
13,76561198397576589,galilar,15411,False,AVARA KÉRABA,item_pickup,c3ddd683
46,76561198397576589,molotov,15435,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198397576589,smokegrenade,15447,True,AVARA KÉRABA,item_pickup,c3ddd683
44,76561198397576589,hegrenade,15457,True,AVARA KÉRABA,item_pickup,c3ddd683
51,76561198340888446,vesthelm,15595,False,MonsTro,item_pickup,c3ddd683
17,76561198340888446,mac10,15629,True,MonsTro,item_pickup,c3ddd683
46,76561198340888446,molotov,15681,True,MonsTro,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,15689,True,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,15701,True,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,15711,True,MonsTro,item_pickup,c3ddd683
49,76561198397576589,c4,15891,False,AVARA KÉRABA,item_pickup,c3ddd683
49,76561198397576589,c4,16051,False,AVARA KÉRABA,item_pickup,c3ddd683
49,76561198051880621,c4,17079,False,Cujura,item_pickup,c3ddd683
34,76561198124241179,mp9,17569,False,Talevor,item_pickup,c3ddd683
1,76561197996437459,deagle,18047,False,【﻿ＰＫ】,item_pickup,c3ddd683
49,76561198178993731,c4,18201,True,Siraissi,item_pickup,c3ddd683
61,76561198124241179,hkp2000,18319,True,Talevor,item_pickup,c3ddd683
43,76561198340888446,flashbang,19505,False,MonsTro,item_pickup,c3ddd683
49,76561198340888446,c4,20251,False,MonsTro,item_pickup,c3ddd683
17,76561197996437459,mac10,20533,False,【﻿ＰＫ】,item_pickup,c3ddd683
7,76561198397576589,ak47,20951,False,AVARA KÉRABA,item_pickup,c3ddd683
40,76561198100001022,ssg08,22067,False,Luiz,item_pickup,c3ddd683
43,76561198100001022,flashbang,22083,False,Luiz,item_pickup,c3ddd683
59,76561198340888446,knife,22789,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,22789,False,MonsTro,item_pickup,c3ddd683
42,76561198100001022,knife,22789,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,22789,False,Luiz,item_pickup,c3ddd683
520,76561198051880621,knife,22789,False,Cujura,item_pickup,c3ddd683
4,76561198051880621,glock,22789,False,Cujura,item_pickup,c3ddd683
59,76561198178993731,knife,22789,False,Siraissi,item_pickup,c3ddd683
4,76561198178993731,glock,22789,False,Siraissi,item_pickup,c3ddd683
59,76561198026214582,knife,22789,False,Connan,item_pickup,c3ddd683
4,76561198026214582,glock,22789,False,Connan,item_pickup,c3ddd683
42,76561198000238678,knife,22789,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,22789,False,Erick,item_pickup,c3ddd683
42,76561197996437459,knife,22789,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,22789,False,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561198124241179,knife,22789,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,22789,False,Talevor,item_pickup,c3ddd683
42,76561198421514418,knife,22789,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,22789,False,rodrigaoobrabo,item_pickup,c3ddd683
49,76561198178993731,c4,22789,False,Siraissi,item_pickup,c3ddd683
51,76561198051880621,vesthelm,23014,False,Cujura,item_pickup,c3ddd683
46,76561198051880621,molotov,23046,False,Cujura,item_pickup,c3ddd683
44,76561198051880621,hegrenade,23052,False,Cujura,item_pickup,c3ddd683
43,76561198051880621,flashbang,23052,False,Cujura,item_pickup,c3ddd683
45,76561198051880621,smokegrenade,23052,False,Cujura,item_pickup,c3ddd683
7,76561198026214582,ak47,23080,False,Connan,item_pickup,c3ddd683
51,76561198178993731,vesthelm,23114,False,Siraissi,item_pickup,c3ddd683
51,76561198026214582,vesthelm,23120,False,Connan,item_pickup,c3ddd683
7,76561198051880621,ak47,23166,False,Cujura,item_pickup,c3ddd683
13,76561198178993731,galilar,23188,False,Siraissi,item_pickup,c3ddd683
1,76561198100001022,deagle,23206,False,Luiz,item_pickup,c3ddd683
46,76561198178993731,molotov,23228,False,Siraissi,item_pickup,c3ddd683
7,76561198397576589,ak47,23248,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198178993731,flashbang,23260,False,Siraissi,item_pickup,c3ddd683
44,76561198100001022,hegrenade,23272,False,Luiz,item_pickup,c3ddd683
51,76561198340888446,vesthelm,23290,False,MonsTro,item_pickup,c3ddd683
7,76561198340888446,ak47,23336,False,MonsTro,item_pickup,c3ddd683
43,76561198000238678,flashbang,23342,False,Erick,item_pickup,c3ddd683
46,76561198397576589,molotov,23344,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198397576589,smokegrenade,23360,False,AVARA KÉRABA,item_pickup,c3ddd683
49,76561198397576589,c4,23360,False,AVARA KÉRABA,item_pickup,c3ddd683
44,76561198397576589,hegrenade,23370,False,AVARA KÉRABA,item_pickup,c3ddd683
43,76561198397576589,flashbang,23378,False,AVARA KÉRABA,item_pickup,c3ddd683
45,76561198340888446,smokegrenade,23398,False,MonsTro,item_pickup,c3ddd683
43,76561198340888446,flashbang,23410,False,MonsTro,item_pickup,c3ddd683
46,76561198340888446,molotov,23462,False,MonsTro,item_pickup,c3ddd683
49,76561198340888446,c4,24580,False,MonsTro,item_pickup,c3ddd683
7,76561198397576589,ak47,25916,False,AVARA KÉRABA,item_pickup,c3ddd683
7,76561198178993731,ak47,27140,True,Siraissi,item_pickup,c3ddd683
49,76561198178993731,c4,27298,False,Siraissi,item_pickup,c3ddd683
46,76561198397576589,molotov,28198,False,AVARA KÉRABA,item_pickup,c3ddd683
7,76561198397576589,ak47,28202,False,AVARA KÉRABA,item_pickup,c3ddd683
42,76561198124241179,knife,28337,False,Talevor,item_pickup,c3ddd683
61,76561198124241179,hkp2000,28337,False,Talevor,item_pickup,c3ddd683
42,76561198000238678,knife,28337,False,Erick,item_pickup,c3ddd683
61,76561198000238678,hkp2000,28337,False,Erick,item_pickup,c3ddd683
59,76561198340888446,knife,28337,False,MonsTro,item_pickup,c3ddd683
4,76561198340888446,glock,28337,False,MonsTro,item_pickup,c3ddd683
42,76561198421514418,knife,28337,False,rodrigaoobrabo,item_pickup,c3ddd683
61,76561198421514418,hkp2000,28337,False,rodrigaoobrabo,item_pickup,c3ddd683
42,76561197996437459,knife,28337,False,【﻿ＰＫ】,item_pickup,c3ddd683
61,76561197996437459,hkp2000,28337,False,【﻿ＰＫ】,item_pickup,c3ddd683
42,76561198100001022,knife,28337,False,Luiz,item_pickup,c3ddd683
32,76561198100001022,hkp2000,28337,False,Luiz,item_pickup,c3ddd683
