player_name,player_steamid,silenced,weapon,tick,event_name,match_id
Erick,76561198000238678,False,weapon_ak47,1851,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,1863,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,1885,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,1931,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,1951,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,1967,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,1971,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,1971,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,1977,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,1983,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,1983,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,1989,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,1989,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,1995,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2001,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2007,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2013,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2019,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2023,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,2031,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_knife,2041,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2135,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2137,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2139,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2159,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2201,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2203,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,2211,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,2243,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2249,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_deagle,2249,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2251,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2259,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2269,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_deagle,2271,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_deagle,2273,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2273,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2281,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2281,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2283,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2285,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2289,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2289,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_deagle,2293,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2295,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2295,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2299,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2301,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2307,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2309,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2311,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2311,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2313,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2317,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2319,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_deagle,2319,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2321,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2325,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2327,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2331,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2341,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2341,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2345,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2345,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2351,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2353,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2357,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_galilar,2363,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2365,weapon_fire,c3ddd683
Cujura,76561198051880621,False,weapon_glock,2365,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2365,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2371,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2375,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_glock,2387,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_galilar,2387,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2403,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2465,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2509,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2549,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2611,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2679,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2681,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2693,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2699,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2705,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2717,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2719,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2719,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2725,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2733,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2733,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2739,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2743,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2745,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2751,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2751,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2751,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2753,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2757,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2757,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2757,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2757,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2757,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2759,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2761,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2763,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2763,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2765,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2767,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2769,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2771,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2773,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2775,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2777,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2779,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,True,weapon_m4a1_silencer,2783,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2783,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2783,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2789,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_glock,2793,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2797,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2797,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2799,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2801,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2803,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2803,weapon_fire,c3ddd683
MonsTro,76561198340888446,True,weapon_m4a1_silencer,2809,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2809,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2815,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_glock,2817,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2821,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2821,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_knife,2823,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2827,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2827,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2831,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2835,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2837,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2843,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2849,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2855,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2861,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2867,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2869,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_knife,2871,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2875,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2879,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2881,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2885,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2887,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2891,weapon_fire,c3ddd683
Erick,76561198000238678,False,weapon_famas,2891,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2893,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2897,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2903,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2909,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_glock,2915,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2915,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2921,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2927,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2933,weapon_fire,c3ddd683
Siraissi,76561198178993731,False,weapon_famas,2939,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,2959,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,2965,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,2967,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2969,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,2971,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,2971,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_deagle,2975,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,2977,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,2983,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,2987,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,2987,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,2993,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,2997,weapon_fire,c3ddd683
Talevor,76561198124241179,True,weapon_usp_silencer,3001,weapon_fire,c3ddd683
Cujura,76561198051880621,True,weapon_usp_silencer,3003,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_deagle,3005,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3005,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3009,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3011,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3015,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3017,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3021,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3023,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,3035,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3037,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3043,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3049,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3049,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3055,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3055,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3061,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,3065,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3067,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3073,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3079,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_galilar,3085,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3089,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3091,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3095,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3097,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_galilar,3103,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_deagle,3115,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,3117,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3123,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3131,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3137,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3147,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_deagle,3147,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_deagle,3153,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3153,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3169,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3219,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3223,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3227,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3233,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3233,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3239,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3249,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3257,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3261,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3263,weapon_fire,c3ddd683
MonsTro,76561198340888446,False,weapon_glock,3269,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3269,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3271,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3275,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3275,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3281,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3281,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3287,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3289,weapon_fire,c3ddd683
Siraissi,76561198178993731,True,weapon_m4a1_silencer,3293,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3295,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3305,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3309,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3311,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3317,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3317,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3317,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3321,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3323,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3323,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_ak47,3327,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3329,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3329,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3329,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_ak47,3331,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3333,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3333,weapon_fire,c3ddd683
Erick,76561198000238678,True,weapon_m4a1_silencer,3335,weapon_fire,c3ddd683
Connan,76561198026214582,False,weapon_ak47,3339,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_ak47,3339,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3339,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3341,weapon_fire,c3ddd683
AVARA KÉRABA,76561198397576589,False,weapon_famas,3345,weapon_fire,c3ddd683
Luiz,76561198100001022,False,weapon_famas,3345,weapon_fire,c3ddd683
【﻿ＰＫ】,76561197996437459,False,weapon_ak47,3347,weapon_fire,c3ddd683
