defindex,round,player_steamid,item,ispainted,tick,weptype,player_name,hastracers,hassilencer,canzoom,issilenced,event_name
42,0,76561198340888446,knife,False,1895,0,MonsTro,False,False,False,False,item_equip
42,0,76561198000238678,knife,False,1937,0,Erick,False,False,False,False,item_equip
7,0,76561198000238678,ak47,False,1941,3,Erick,True,False,False,False,item_equip
42,0,76561198100001022,knife,False,2001,0,Luiz,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,2023,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,2023,1,Cujura,True,False,False,False,item_equip
4,0,76561198000238678,glock,False,2029,1,Erick,True,False,False,False,item_equip
4,0,76561198051880621,glock,True,2029,1,Cujura,True,False,False,False,item_equip
42,0,76561198421514418,knife,False,2063,0,rodrigaoobrabo,False,False,False,False,item_equip
61,0,76561198421514418,hkp2000,False,2063,1,rodrigaoobrabo,True,True,False,True,item_equip
1,0,76561198421514418,deagle,False,2065,1,rodrigaoobrabo,True,False,False,False,item_equip
1,0,76561198026214582,deagle,False,2065,1,Connan,True,False,False,False,item_equip
42,0,76561198026214582,knife,False,2095,0,Connan,False,False,False,False,item_equip
1,0,76561198026214582,deagle,False,2123,1,Connan,True,False,False,False,item_equip
42,0,76561198100001022,knife,False,2135,0,Luiz,False,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,2135,1,Luiz,True,False,False,False,item_equip
13,0,76561198100001022,galilar,False,2137,3,Luiz,True,False,False,False,item_equip
13,0,76561198397576589,galilar,False,2137,3,AVARA KÉRABA,True,False,False,False,item_equip
1,0,76561198340888446,deagle,True,2177,1,MonsTro,True,False,False,False,item_equip
42,0,76561197996437459,knife,False,2293,0,【﻿ＰＫ】,False,False,False,False,item_equip
42,0,76561198100001022,knife,False,2365,0,Luiz,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,2375,0,Cujura,False,False,False,False,item_equip
59,0,76561198178993731,knife,False,2443,0,Siraissi,False,False,False,False,item_equip
4,0,76561198178993731,glock,True,2443,1,Siraissi,True,False,False,False,item_equip
10,0,76561198000238678,famas,True,2449,3,Erick,True,False,False,False,item_equip
10,0,76561198178993731,famas,False,2449,3,Siraissi,True,False,False,False,item_equip
42,0,76561197996437459,knife,False,2471,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,2471,1,【﻿ＰＫ】,True,True,False,True,item_equip
60,0,76561197996437459,m4a1,False,2473,3,【﻿ＰＫ】,True,True,False,True,item_equip
60,0,76561198340888446,m4a1,False,2473,3,MonsTro,True,True,False,True,item_equip
42,0,76561198026214582,knife,False,2549,0,Connan,False,False,False,False,item_equip
42,0,76561198100001022,knife,False,2565,0,Luiz,False,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,2565,1,Luiz,True,False,False,False,item_equip
4,0,76561198100001022,glock,False,2569,1,Luiz,True,False,False,False,item_equip
4,0,76561198397576589,glock,True,2569,1,AVARA KÉRABA,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,2575,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,2575,1,Cujura,True,False,False,False,item_equip
61,0,76561198124241179,hkp2000,False,2581,1,Talevor,True,True,False,True,item_equip
61,0,76561198051880621,hkp2000,False,2581,1,Cujura,True,True,False,True,item_equip
42,0,76561198421514418,knife,False,2613,0,rodrigaoobrabo,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,2789,0,【﻿ＰＫ】,False,False,False,False,item_equip
42,0,76561198397576589,knife,False,2797,0,AVARA KÉRABA,False,False,False,False,item_equip
42,0,76561198421514418,knife,False,2813,0,rodrigaoobrabo,False,False,False,False,item_equip
61,0,76561198421514418,hkp2000,False,2813,1,rodrigaoobrabo,True,True,False,True,item_equip
4,0,76561198421514418,glock,False,2815,1,rodrigaoobrabo,True,False,False,False,item_equip
4,0,76561198340888446,glock,True,2815,1,MonsTro,True,False,False,False,item_equip
42,0,76561197996437459,knife,False,2869,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,2869,1,【﻿ＰＫ】,True,True,False,True,item_equip
13,0,76561197996437459,galilar,False,2875,3,【﻿ＰＫ】,True,False,False,False,item_equip
13,0,76561198026214582,galilar,False,2875,3,Connan,True,False,False,False,item_equip
59,0,76561198397576589,knife,False,2877,0,AVARA KÉRABA,False,False,False,False,item_equip
4,0,76561198397576589,glock,True,2877,1,AVARA KÉRABA,True,False,False,False,item_equip
1,0,76561198100001022,deagle,False,2881,1,Luiz,True,False,False,False,item_equip
1,0,76561198397576589,deagle,True,2881,1,AVARA KÉRABA,True,False,False,False,item_equip
42,0,76561198000238678,knife,False,2893,0,Erick,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,3003,0,Talevor,False,False,False,False,item_equip
42,0,76561198000238678,knife,False,3009,0,Erick,False,False,False,False,item_equip
61,0,76561198000238678,hkp2000,False,3009,1,Erick,True,True,False,True,item_equip
60,0,76561198000238678,m4a1,False,3013,3,Erick,True,True,False,True,item_equip
60,0,76561198178993731,m4a1,False,3013,3,Siraissi,True,True,False,True,item_equip
42,0,76561198026214582,knife,False,3091,0,Connan,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,3099,0,Talevor,False,False,False,False,item_equip
61,0,76561198124241179,hkp2000,False,3099,1,Talevor,True,True,False,True,item_equip
9,0,76561198124241179,awp,False,3103,5,Talevor,False,False,True,False,item_equip
9,0,76561198051880621,awp,False,3103,5,Cujura,False,False,True,False,item_equip
42,0,76561198397576589,knife,False,3153,0,AVARA KÉRABA,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,3167,0,【﻿ＰＫ】,False,False,False,False,item_equip
13,0,76561197996437459,galilar,False,3169,3,【﻿ＰＫ】,True,False,False,False,item_equip
59,0,76561198026214582,knife,False,3179,0,Connan,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,3179,1,Connan,True,False,False,False,item_equip
7,0,76561197996437459,ak47,False,3181,3,【﻿ＰＫ】,True,False,False,False,item_equip
7,0,76561198026214582,ak47,False,3181,3,Connan,True,False,False,False,item_equip
59,0,76561198397576589,knife,False,3229,0,AVARA KÉRABA,False,False,False,False,item_equip
4,0,76561198397576589,glock,True,3229,1,AVARA KÉRABA,True,False,False,False,item_equip
10,0,76561198100001022,famas,False,3235,3,Luiz,True,False,False,False,item_equip
10,0,76561198397576589,famas,False,3235,3,AVARA KÉRABA,True,False,False,False,item_equip
42,0,76561198421514418,knife,False,3269,0,rodrigaoobrabo,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,3275,0,Talevor,False,False,False,False,item_equip
42,0,76561198340888446,knife,False,3305,0,MonsTro,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,3329,1,MonsTro,True,False,False,False,item_equip
42,0,76561198100001022,knife,False,3385,0,Luiz,False,False,False,False,item_equip
42,0,76561198340888446,knife,False,3393,0,MonsTro,False,False,False,False,item_equip
4,0,76561198340888446,glock,False,3403,1,MonsTro,True,False,False,False,item_equip
42,0,76561197996437459,knife,False,3421,0,【﻿ＰＫ】,False,False,False,False,item_equip
9,0,76561198124241179,awp,False,3463,5,Talevor,False,False,True,False,item_equip
42,0,76561198421514418,knife,False,3469,0,rodrigaoobrabo,False,False,False,False,item_equip
61,0,76561198421514418,hkp2000,False,3469,1,rodrigaoobrabo,True,True,False,True,item_equip
60,0,76561198421514418,m4a1,False,3475,3,rodrigaoobrabo,True,True,False,True,item_equip
60,0,76561198340888446,m4a1,False,3475,3,MonsTro,True,True,False,True,item_equip
520,0,76561198051880621,knife,True,3477,0,Cujura,False,False,False,False,item_equip
9,0,76561198051880621,awp,False,3487,5,Cujura,False,False,True,False,item_equip
42,0,76561197996437459,knife,False,3497,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,3497,1,【﻿ＰＫ】,True,True,False,True,item_equip
60,0,76561197996437459,m4a1,False,3499,3,【﻿ＰＫ】,True,True,False,True,item_equip
60,0,76561198026214582,m4a1,False,3499,3,Connan,True,True,False,True,item_equip
42,0,76561198100001022,knife,False,3527,0,Luiz,False,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,3527,1,Luiz,True,False,False,False,item_equip
7,0,76561198100001022,ak47,False,3529,3,Luiz,True,False,False,False,item_equip
7,0,76561198397576589,ak47,True,3529,3,AVARA KÉRABA,True,False,False,False,item_equip
42,0,76561198124241179,knife,False,3581,0,Talevor,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,3589,0,Cujura,False,False,False,False,item_equip
42,0,76561198000238678,knife,False,3591,0,Erick,False,False,False,False,item_equip
9,0,76561198051880621,awp,False,3599,5,Cujura,False,False,True,False,item_equip
9,0,76561198124241179,awp,False,3599,5,Talevor,False,False,True,False,item_equip
42,0,76561198026214582,knife,False,3643,0,Connan,False,False,False,False,item_equip
42,0,76561198100001022,knife,False,3651,0,Luiz,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,3723,0,Talevor,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,3725,0,【﻿ＰＫ】,False,False,False,False,item_equip
60,0,76561197996437459,m4a1,False,3729,3,【﻿ＰＫ】,True,True,False,True,item_equip
520,0,76561198051880621,knife,True,3767,0,Cujura,False,False,False,False,item_equip
42,0,76561198340888446,knife,False,3785,0,MonsTro,False,False,False,False,item_equip
42,0,76561198000238678,knife,False,3791,0,Erick,False,False,False,False,item_equip
61,0,76561198000238678,hkp2000,False,3791,1,Erick,True,True,False,True,item_equip
9,0,76561198124241179,awp,False,3793,5,Talevor,False,False,True,False,item_equip
4,0,76561198000238678,glock,False,3793,1,Erick,True,False,False,False,item_equip
4,0,76561198178993731,glock,True,3793,1,Siraissi,True,False,False,False,item_equip
42,0,76561198178993731,knife,False,3801,0,Siraissi,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,3807,0,Talevor,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,3841,0,Connan,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,3841,1,Connan,True,False,False,False,item_equip
10,0,76561197996437459,famas,True,3847,3,【﻿ＰＫ】,True,False,False,False,item_equip
10,0,76561198026214582,famas,False,3847,3,Connan,True,False,False,False,item_equip
42,0,76561198100001022,knife,False,3851,0,Luiz,False,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,3851,1,Luiz,True,False,False,False,item_equip
10,0,76561198100001022,famas,False,3853,3,Luiz,True,False,False,False,item_equip
10,0,76561198397576589,famas,False,3853,3,AVARA KÉRABA,True,False,False,False,item_equip
42,0,76561198397576589,knife,False,3909,0,AVARA KÉRABA,False,False,False,False,item_equip
9,0,76561198124241179,awp,False,3933,5,Talevor,False,False,True,False,item_equip
42,0,76561198124241179,knife,False,3939,0,Talevor,False,False,False,False,item_equip
59,0,76561198178993731,knife,False,3979,0,Siraissi,False,False,False,False,item_equip
4,0,76561198178993731,glock,True,3979,1,Siraissi,True,False,False,False,item_equip
42,0,76561198000238678,knife,False,3979,0,Erick,False,False,False,False,item_equip
61,0,76561198000238678,hkp2000,False,3979,1,Erick,True,True,False,True,item_equip
59,0,76561198397576589,knife,False,3979,0,AVARA KÉRABA,False,False,False,False,item_equip
4,0,76561198397576589,glock,True,3979,1,AVARA KÉRABA,True,False,False,False,item_equip
59,0,76561198340888446,knife,False,3979,0,MonsTro,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,3979,1,MonsTro,True,False,False,False,item_equip
42,0,76561198124241179,knife,False,3979,0,Talevor,False,False,False,False,item_equip
61,0,76561198124241179,hkp2000,False,3979,1,Talevor,True,True,False,True,item_equip
42,0,76561197996437459,knife,False,3979,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,3979,1,【﻿ＰＫ】,True,True,False,True,item_equip
42,0,76561198100001022,knife,False,3979,0,Luiz,False,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,3979,1,Luiz,True,False,False,False,item_equip
42,0,76561198421514418,knife,False,3979,0,rodrigaoobrabo,False,False,False,False,item_equip
61,0,76561198421514418,hkp2000,False,3979,1,rodrigaoobrabo,True,True,False,True,item_equip
59,0,76561198026214582,knife,False,3979,0,Connan,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,3979,1,Connan,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,3979,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,3979,1,Cujura,True,False,False,False,item_equip
49,0,76561198397576589,c4,False,3979,7,AVARA KÉRABA,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,4075,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4085,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4093,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4099,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4107,0,Cujura,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4113,0,Connan,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4115,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4121,0,Cujura,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4125,1,Connan,True,False,False,False,item_equip
4,0,76561198051880621,glock,True,4131,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4135,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4145,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4149,0,Cujura,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4151,0,Connan,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4159,1,Cujura,True,False,False,False,item_equip
4,0,76561198397576589,glock,True,4159,1,AVARA KÉRABA,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4163,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4175,1,Cujura,True,False,False,False,item_equip
59,0,76561198397576589,knife,False,4177,0,AVARA KÉRABA,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,4177,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4189,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4193,0,Cujura,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4201,1,Connan,True,False,False,False,item_equip
4,0,76561198051880621,glock,True,4203,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4207,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4219,1,Cujura,True,False,False,False,item_equip
59,0,76561198026214582,knife,False,4219,0,Connan,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,4221,0,Cujura,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4233,1,Connan,True,False,False,False,item_equip
4,0,76561198051880621,glock,True,4233,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4239,0,Cujura,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4247,0,Connan,False,False,False,False,item_equip
59,0,76561198178993731,knife,False,4249,0,Siraissi,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4251,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4257,0,Cujura,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4259,1,Connan,True,False,False,False,item_equip
42,0,76561198124241179,knife,False,4261,0,Talevor,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4271,0,Connan,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4271,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4277,0,Cujura,False,False,False,False,item_equip
4,0,76561198051880621,glock,True,4289,1,Cujura,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,4293,0,Cujura,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,4319,0,【﻿ＰＫ】,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4321,1,Connan,True,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,4327,1,【﻿ＰＫ】,True,True,False,True,item_equip
42,0,76561197996437459,knife,False,4333,0,【﻿ＰＫ】,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4337,0,Connan,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,4339,1,【﻿ＰＫ】,True,True,False,True,item_equip
42,0,76561197996437459,knife,False,4345,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,4359,1,【﻿ＰＫ】,True,True,False,True,item_equip
59,0,76561198340888446,knife,False,4361,0,MonsTro,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,4381,1,MonsTro,True,False,False,False,item_equip
4,0,76561198026214582,glock,False,4389,1,Connan,True,False,False,False,item_equip
42,0,76561198100001022,knife,False,4395,0,Luiz,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4401,0,Connan,False,False,False,False,item_equip
44,0,76561198124241179,hegrenade,False,4445,9,Talevor,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4459,1,Connan,True,False,False,False,item_equip
59,0,76561198026214582,knife,False,4471,0,Connan,False,False,False,False,item_equip
42,0,76561198421514418,knife,False,4473,0,rodrigaoobrabo,False,False,False,False,item_equip
49,0,76561198340888446,c4,False,4485,7,MonsTro,False,False,False,False,item_equip
42,0,76561198124241179,knife,False,4497,0,Talevor,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,4523,1,MonsTro,True,False,False,False,item_equip
4,0,76561198026214582,glock,False,4543,1,Connan,True,False,False,False,item_equip
59,0,76561198340888446,knife,False,4551,0,MonsTro,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,4553,0,Connan,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4563,1,Connan,True,False,False,False,item_equip
59,0,76561198026214582,knife,False,4597,0,Connan,False,False,False,False,item_equip
4,0,76561198026214582,glock,False,4609,1,Connan,True,False,False,False,item_equip
59,0,76561198026214582,knife,False,4643,0,Connan,False,False,False,False,item_equip
49,0,76561198178993731,c4,False,4775,7,Siraissi,False,False,False,False,item_equip
59,0,76561198178993731,knife,False,4795,0,Siraissi,False,False,False,False,item_equip
36,0,76561198026214582,p250,True,4869,1,Connan,True,False,False,False,item_equip
42,0,76561198000238678,knife,False,5021,0,Erick,False,False,False,False,item_equip
45,0,76561198051880621,smokegrenade,False,5089,9,Cujura,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,5097,0,Connan,False,False,False,False,item_equip
49,0,76561198178993731,c4,False,5155,7,Siraissi,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,5169,1,MonsTro,True,False,False,False,item_equip
36,0,76561198051880621,p250,False,5179,1,Cujura,True,False,False,False,item_equip
59,0,76561198340888446,knife,False,5193,0,MonsTro,False,False,False,False,item_equip
59,0,76561198178993731,knife,False,5203,0,Siraissi,False,False,False,False,item_equip
520,0,76561198051880621,knife,True,5209,0,Cujura,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,5245,0,【﻿ＰＫ】,False,False,False,False,item_equip
36,0,76561198051880621,p250,False,5401,1,Cujura,True,False,False,False,item_equip
44,0,76561197996437459,hegrenade,False,5505,9,【﻿ＰＫ】,False,False,False,False,item_equip
43,0,76561197996437459,flashbang,False,5515,9,【﻿ＰＫ】,False,False,False,False,item_equip
4,0,76561198397576589,glock,True,5519,1,AVARA KÉRABA,True,False,False,False,item_equip
520,0,76561198051880621,knife,True,5539,0,Cujura,False,False,False,False,item_equip
59,0,76561198397576589,knife,False,5539,0,AVARA KÉRABA,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,5613,0,【﻿ＰＫ】,False,False,False,False,item_equip
43,0,76561197996437459,flashbang,False,5621,9,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561198421514418,hkp2000,False,5693,1,rodrigaoobrabo,True,True,False,True,item_equip
4,0,76561198340888446,glock,True,5709,1,MonsTro,True,False,False,False,item_equip
4,0,76561198178993731,glock,True,5711,1,Siraissi,True,False,False,False,item_equip
36,0,76561198397576589,p250,False,5747,1,AVARA KÉRABA,True,False,False,False,item_equip
32,0,76561198100001022,hkp2000,True,5771,1,Luiz,True,False,False,False,item_equip
36,0,76561198026214582,p250,True,5785,1,Connan,True,False,False,False,item_equip
4,0,76561198051880621,glock,True,5785,1,Cujura,True,False,False,False,item_equip
61,0,76561198000238678,hkp2000,False,5811,1,Erick,True,True,False,True,item_equip
44,0,76561198124241179,hegrenade,False,5871,9,Talevor,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,6019,0,Connan,False,False,False,False,item_equip
61,0,76561198124241179,hkp2000,False,6021,1,Talevor,True,True,False,True,item_equip
36,0,76561198026214582,p250,True,6029,1,Connan,True,False,False,False,item_equip
59,0,76561198340888446,knife,False,6047,0,MonsTro,False,False,False,False,item_equip
59,0,76561198397576589,knife,False,6053,0,AVARA KÉRABA,False,False,False,False,item_equip
4,0,76561198340888446,glock,True,6057,1,MonsTro,True,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,6059,1,【﻿ＰＫ】,True,True,False,True,item_equip
44,0,76561197996437459,hegrenade,False,6169,9,【﻿ＰＫ】,False,False,False,False,item_equip
36,0,76561198397576589,p250,False,6225,1,AVARA KÉRABA,True,False,False,False,item_equip
43,0,76561197996437459,flashbang,False,6235,9,【﻿ＰＫ】,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,6485,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,6645,1,【﻿ＰＫ】,True,True,False,True,item_equip
44,0,76561197996437459,hegrenade,False,6725,9,【﻿ＰＫ】,False,False,False,False,item_equip
43,0,76561197996437459,flashbang,False,6747,9,【﻿ＰＫ】,False,False,False,False,item_equip
44,0,76561197996437459,hegrenade,False,6793,9,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,6929,1,【﻿ＰＫ】,True,True,False,True,item_equip
42,0,76561198421514418,knife,False,6991,0,rodrigaoobrabo,False,False,False,False,item_equip
42,0,76561197996437459,knife,False,7003,0,【﻿ＰＫ】,False,False,False,False,item_equip
59,0,76561198026214582,knife,False,7011,0,Connan,False,False,False,False,item_equip
36,0,76561198026214582,p250,True,7023,1,Connan,True,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,7095,1,【﻿ＰＫ】,True,True,False,True,item_equip
42,0,76561197996437459,knife,False,7113,0,【﻿ＰＫ】,False,False,False,False,item_equip
61,0,76561197996437459,hkp2000,True,7127,1,【﻿ＰＫ】,True,True,False,True,item_equip
61,0,76561198421514418,hkp2000,False,7395,1,rodrigaoobrabo,True,True,False,True,item_equip
